profileId,title,competencies,hasGrowWithSap,consultants,description
0001786114,Quantum Business Advisory Private,1,0,15,"QBA,an one-stop SAP Solution provider operating with global workforce."
0000815524,ITARICON GmbH,2,0,14,Experten in SAP S/4HANA und übergreifender Prozessintegration.
0002419247,"SoftServe, Inc.",2,0,14,Digital advisor at the intersection of SAP & cutting-edge technologies
0001610019,SYGEON,1,0,13,SAP Integration and Development to boost your business processes
0001356658,SPS Group,1,0,9,"SAP Business One e S/4 HANA, Cloud Public Edition"
0001614954,Remit,1,0,9,SAP Customer Experience Experts
0001562917,Ataway Japan K.K.,1,0,8,Driving an entrepreneurial and human-centric tomorrow
0001759099,Business Applications Products and Systems aka BAPS,2,0,8,BAPS your trusted HR Digital Transformation partner.
0002707145,Enfuse Group Ltd,1,0,8,"Helping to build high performance companies, teams and individuals. "
0001856913,OCRA Group,1,0,7,GOLD Partner SAP: a servizio dell'innovazione con SAP S/4 HANA.
0001069251,Novarto,1,0,6,Innovative solutions for forward-looking businesses
0001169865,REPORTWISE,1,0,6,"A ""Data Centric"" vision to leverage and anticipate EPM new challenges"
0002866611,E-Turia,1,0,5,"We don’t just develop software.
We craft Commerce experiences."
0001695223,neylux,1,0,5,"You have the right platform, now you need the right partner. "
0001826194,OPUSm AG,1,0,4,competence earning trust
0000811522,Abacus Consulting (Private) Limited,1,0,3,Your Business Transformation Partner!
0002588822,Emphasys,1,0,3,"Emphasys: S/4HANA, Integration, Advisory, Architecture, Data/Analytics"
0001067273,iXenso AG,1,0,3,The best of both worlds: ECM & ERP! iXenso - more than digitalisation!
0002762902,Xayambe GmbH,1,0,3,we share experience! Let us be your Sherpa for your next project.
0001611942,Tacit Knowledge,1,0,N/A,Tacit Knowledge crafts sustainable software solutions for success
0001727027,NETERIS CONSULTING S.L.,1,0,N/A,Líderes en implantación de SAP ByDesign en España
0000866901,mindsquare AG,1,0,323,SAP Beratung und Entwicklung für Ihre Unternehmensdigitalisierung
0001242414,Bosch Global Software Technologies,1,0,139,"

In India, Bosch is a leading supplier of technology and services in "
0000996407,KBJ S.A.,1,0,97,KBJ is a market leader of SAP services and technology in Poland.
0001182516,mStart plus d.o.o.,1,0,61,"Your trusted S4HANA, SAP ERP, and SAP Business One Provider"
0000179393,B4B d.o.o.,1,0,55,"Do business with us …
The biggest SAP implementation partner"
0001540657,IQ-Solutions LLP,1,0,51,Our credo is digital transformation of your business.
0002299734,Tools & Solutions,1,0,44,A Leading Local SAP Partner with Trusted Delivery Services
0000013373,DATAGROUP,1,0,42,IT's that simple!
0002312739,Ingenx Technology Pvt. Ltd.,1,0,39,Ingenx Technology: Helping You Achieve Your Business Goals
0000015982,Leonardo S.p.A.,1,0,39,"Innovazione, tecnologia e sostenibilità, per una crescita globale"
0000488168,D.D.Synergy Hellas,1,0,29,Flexible & innovative based on decades of SAP-related experience.
0001817504,Zealous Systems Private Limited,1,0,27," Zealous Systems is an IT company primarily based in Thimphu, Bhutan."
0002758629,"ACBaltica, UAB",1,0,24,Turning SAP solutions into value for your business
0001271182,NEC Corporation India Private Limited,2,0,24,We Help Organizations get the Max out of their SAP S/4HANA Solutions
0001179007,NRI Australia and New Zealand,1,0,20,Transformative digital solutions
0000892583,Worklogix,1,0,20,A global services provider focused on Human Capital Transformation
0001846158,OneConnect,1,0,19,Turning Technology into Business Solutions
0001790566,Acuiti Labs Limited,1,0,17,"Specialist SAP Services, Europe and US focus: Billing, OTC processes"
0001417397,PRODATO Integration Technology GmbH,1,0,16,PRODATO Integration Technology GmbH
0001061896,TekLink International,1,0,16,Your Trusted Analytics & Planning Partner
0001815520,Indigi Consulting and Solutions Pvt Ltd,2,0,15,#1 Preferred Partner For Business Innovation with SAP
0000756628,Sofigate Business Technologies Oy,1,0,14,THE Leading Business Technology Transformation Partner in the Nordics.
0002626567,Shenzhen Lingnan Digital Technology Limited.,1,0,14,"致力于成为产业数字化综合服务商
赋能产业链、重构产业链、创造价值链、助力产业数字化转型"
0001923388,KELOTE科莱特,1,0,14,科莱特 --国内知名的SAP软件实施商
0000997222,ROX HI-TECH LIMITED,2,0,13,"ROX | Reliable,Optimize,Xpertize

"
0001708419,Orion Consultores,1,0,13,"Orion Consultores hace crecer su negocio pequeño, mediano o grande!"
0000734731,Experis AS,1,0,12,"Delivering the future today
"
0001875546,SIRYOS (SIT),1,0,12,SAP Gold Partner & Most Valuable partner 2020 in French Africa. 
0001769085,"eCloudvalley Digital Technology Co., Ltd",1,0,11,Redefine IT with Cloud
0001506942,"SCM Connections, Now part of McKinsey",1,0,11,Say Hello to Your New Trusted Advisor
0001775938,Renova Yonetim Danismanlik ve Bilgi Teknolojileri A.S,1,0,11,SAP's Most Experienced Business Partner
0001548198,"Bravura Bisnis Solusi, PT",1,0,11,Take control of your business transformation journey
0002230874,OSH pro,1,0,11,Specialist in EHS and IT solutions. Improving companies sustainability
0002724495,Cornerstone Intelligence Inc.,1,0,11,We turn Data into Business Value!
0000946360,Iconsulting S.p.A.,1,0,11,"In a data-driven era,
the right decision is always
ensured by humans."
0002142351,nBC Services,2,0,10,En nBC apoyamos a las empresas en su proceso de transformación digital
0001843056,Novus Consulting Limited,1,0,10,Experience Matters.
0001168681,Vital Wires Consulting Private Limited,1,0,8,"SAP S4 HANA CPG , FMCG, Retail, Cosmetics, Oil and Gas, SAC  Experts"
0001690400,SNAP International sro,1,0,8,Shaping your tomorrow. 
0001383519,Coresystems Software (Shanghai) Co. Ltd.,1,0,8,鹤鸣软件（上海）有限公司是SAP Gold (SSP&VAR) 合作伙伴Coresystems AG在亚太地区的成员。
0000948365,plus-IT AG,1,0,8,"""we make your business more intelligent"""
0000730433,Lenovo PCCW Solutions Limited,1,0,8,Driving IT Innovations to Build Smart Cities
0002034972,ERP Logic Israel LTD,2,0,7,ERP Logic is a global SAP cloud-based solutions company. 
0000515403,DEVOTEAM SA,1,0,7,Tech for people unlocks the future
0001098721,cpmview,1,0,7,"We carry
Corporate Performance Management in our name and DNA."
0001611912,Madiba Inc.,1,0,7,Madiba offers innovative SAP business & cloud transformation services.
0002935684,Pinnacle IT Consulting Group Pty Ltd,1,0,7,Transforming HR Excellence with SAP HXM Solutions
0002292847,HARGOS,1,0,6,Hargos is specialized on SAP integration for industrial SME market.
0002883828,Kyyte,1,0,6,"Transformation Simplified. Innovation Driven. Midmarket Focused. 
"
0001552289,LUKARDI S.A.,1,0,5,Digital Transformation Tailored to Your Businesstransformation.
0000016150,Blohm Consulting GmbH,1,0,5,Partnerschaftlich. Kompetent. Blohm.
0002010301,Brighten Digital s.r.o,1,0,5,CX Digital Transformation Specialist
0001701221,Greenlight Commerce Ltd,1,0,5,eCommerce experts and agents for growth.
0000320127,Columbus Systems GmbH,1,0,4,Wir sind Ihr zuverlässiger Partner für SAP Business One.
0001769733,Improving Toronto Inc.,1,0,4,Improving is a leader in SAP Advanced Analytics and CPM
0001628279,AOHU - adesso orange Kft.,1,0,4,EXPERIENCE SUCCESS. TOGETHER.
0001821888,Laidon,1,0,3,Helping customers manage master data easier
0001339434,HTC Global Services MSC Sdn Bhd,1,0,3,Unlock the potential of SAP and maximize your business returns
0001412695,IBM iX Dusseldorf GmbH,1,0,3,"Hi, nice to meet your expectations!"
0001503643,Tata Technologies Europe Limited,1,0,3,Trusted SAP partner with 25+ years of experience in SAP Services.
0000366466,TMG Consultants GmbH,1,0,3,Next Level Efficiency for Process and Business Transformation
0000847476,MK IT Business Solutions d.o.o.,1,0,N/A,Official SAP Partner with Silver status since 2006
0001224387,Customizing S.A.,1,0,N/A,We deliver successful projects that provide real business value.
0000034162,KOBELCO SYSTEMS CORPORATION,1,0,321,"Kobelco System Co., Ltd."
0001026200,"JFE Systems,Inc.",1,0,155,プロジェクト管理(PS)を中心に SAP S/4HANA、Analytics(BO/BW)、Planning(BPC) をワンストップで提供
0000226312,NCS,1,0,150,NCS - Making Extraordinary Happen
0001107395,Hexaware Technologies,1,0,147,Hexaware’s SAP Digital Transformation Services
0001098342,SIGMAXYZ INC.,1,0,123,"Create a beautiful tomorrow
through ""Value Co-Creation"""
0001394805,Bosch Global Software Technologies Vietnam,1,0,118,A trustworthy SAP service partner in South East Asia
0001810814,Zoi,1,0,75,SAP Experts for the Manufacturing and Retail Industries
0001658051,MSITEK LLC,1,0,64,"Trusted Global Partner Focused on Cloud ERP, HXM, Digital Supply Chain"
0002304344,CACI International Inc,1,0,57,"Federal Civilian, DoD & Intelligence Community SAP Solutions"
0000289902,"Smartsoft International, Inc.",1,0,52,Smartsoft: Navigating Your SAP Journey to Success
0001368325,Qnovate Inc,1,0,43,Dedicated to delivering SAP S/4 & CX Digital Co-Innovation Solutions 
0001607670,"Chachapoya Consulting, LLC - ""The Warriors of the Cloud""",1,0,37,"Delivering quality HCM Transformation, Support & Optimization"
0001027260,"Protera Technologies, Inc.",1,0,33,A global leader in SAP Transformation & IT Modernization Services
0000806706,ARETE BILGISAYAR OTOMASYON DANISMANLIK,1,0,31,"Cloud-based Solutions 
Innovations Solutions
Exclusive Solutions"
0000803625,INFORMATICS Holding GmbH,1,0,30,well advised in the world of SAP. 
0001059134,ABILE Sp. z o.o.,1,0,29,"ABILE Twój biznes w nowej skali!


ABILE scale your business!"
0002920628,HR Crowd Pty Ltd,1,0,28,"Leading SAP SuccessFactors, BTP and WFS specialists across ANZ."
0001525983,SAVIOS S.A.S.,1,0,28,"We Connect People, Processes and Technology for Real Transformations"
0000762261,PCS Beratungscontor AG,1,0,26,Gefragte Spezialisten für SAP-basierte BI & Data Analytics Beratung.
0002497877,"VAKE GLOBAL CONSULTING, S.L.",1,0,26,VAKE Consulting
0001399018,Argon Supply Chain Solutions,1,0,25,SAP Logistics Execution solution delivery that adds real-world value! 
0001387386,GTW Management Consulting GmbH,1,0,24,GTW - Billing.Future with SAP BRIM
0001736880,Spadoom LTD,1,0,22,Your SAP Customer Experience Heroes
0001097920,Silfen Pty Ltd,1,0,21,"Silfen is a provider of excellent SAP and SuccessFactors solutions. 

"
0001340334,"Jetwell Computer Co., Ltd",1,0,20,"CRM/ERP solutions, Consultant ,IT infrastructure and integration."
0002312527,Diokles GmbH,1,0,20,Sustainable digital HR solutions professionally integrated
0002788850,cink AG,1,0,19,Ihre Experten für die Digitalisierung des Beschaffungswesens
0002794854,"Readian Solution Co., Ltd.",1,0,19,"SAP기반 경영혁신 IT인프라를 가장 잘 이해하는 기업,기술 기반의 혁신을 통한 고객가치 실현은 리디안솔루션의 최대 가치입니다"
0000191723,Metisoft S.p.A.,1,0,18,L’esperienza di system integrator per l'innovazione delle imprese
0001405675,Mygo Consulting Inc,1,0,18,"SAP gold partner, EWM expertise, onshore/offshore, impeccable delivery"
0001573882,Sapphire Technocrats Private Limited,1,0,17,"“Think differently, Ease ERP”"
0000864177,UGT LLC,1,0,15,UGT - A leading company in the field of digital technologies in Georga
0001328233,TAMS Infotech Private Limited,1,0,15,"TAMS, one-stop-shop for SAP and cloud solutions to customers."
0000697935,InfoFab Inc.,1,0,14,建構企業創新、轉型和領導力。如果您準備好想要創新和轉變您的營運模式，我們可以幫助您發想、交付和運行您的未來，協同您一起競逐大世界。
0002424350,Power Partner Solutions Ltd.,1,0,14,Trusted buddy to your IT future
0000840331,Innologic,1,0,14,Leading SAP Analytics and Planning Consultancy in Denmark
0001260577,TEAMFACT GmbH,1,0,13,We help our customers to gain more value out of their data.
0000331568,COMLINE SE 331568,1,0,12,COMLINE SE- Wettbewerbsvorsprung mit IT-Innovationen.
0001697306,Greensharp SRL,1,0,12,The SAP Consultancy's Elite
0000031536,Horváth,1,0,12,Transform today to succeed tomorrow
0001169435,DECISION INC. UNITED KINGDOM LTD,1,0,11,Decision Inc. is a global leader in information-driven transformation 
0000816415,mgm technology partners GmbH,1,0,11,Digitize your USPs on the SAP Platform
0001792152,NEOMATIC AG,1,0,11,NEOMATIC - build your business with NEO experience management
0001157462,"Nsight, Inc.",1,0,11,Trusted SAP partner to accelerate your digital transformation
0000761391,TOINOVATE CONSULTING - CONSULTORIA EM RECURSOS INFORMÁTICOS Lda,1,0,11,"Partnership, Commitment, Innovation, Quality, Excellence"
0001787785,ASPANETCONOMY,1,0,10,Tu socio preferido en el camino hacia el liderazgo digital
0001052339,biX Consulting GmbH & Co. KG,1,0,10,biX Consulting – Concepts and solutions for digital enterprises 
0001812187,HIRCUNUS,1,0,10,Consultants with Proven SAP Expertise
0001353299,Infocient - SAP Analytics & SAP Business Intelligence Consulting,1,0,10,Damit Sie wissen was Sie wissen 
0000897324,OnLiveIT Kft.,1,0,9,Digitalization: the power of future
0002299760,African Elite Group Ltd.,1,0,8,A trusted SAP ByD and SAP B1 partner for your intelligent enterprise !
0000902355,CONCETO Business Integration GmbH,1,0,8,CONCETO – zielgerichtet in die digitale Zukunft 
0001598193,Chinasoft Technology (Shenzhen) Corporation Limited,1,0,8,SAP金牌合作伙伴-Chinasoft
0000906235,Neomore Consulting Oy,1,0,8,MAKE THE MOST OF YOUR SAP
0002431727,DIFF,1,0,7,SAP Experts: Generative AI | SAP BTP 
0000656470,"Idom Consulting, Engineering, Architecture SAU",1,0,7,"Desafía los límites, especialistas SAP en un mundo de posibilidades"
0001540948,INSIRE Consulting GmbH,1,0,7,"Finance, Accounting, Controlling, Reporting, Analytics, SAP S/4HANA."
0000036006,IT-P Information Technology-Partner GmbH,1,0,7,IT-P GmbH – Ihr SAP- und Digitalisierungspartner 
0001251190,VERSO ALTIMA d.o.o.,1,0,7,"Business integrator in networking, IoT and digital transformation."
0000886543,Fast Track SBOi Sdn Bhd,1,0,6,"Top SAP Gold Partner, 17 Years of Digitalisation Journey with Clients"
0001006511,iOCO a Proudly EOH Company,1,0,6,We are a one-stop shop for all your SAP requirements.
0002741440,Accel4 Inc,1,0,6,We provide turnkey biz application solution with S/4 HANA Public Cloud
0001655289,Optis Consulting,1,0,6,We're focused on Source-to-Pay.
0001956912,ITREE Consulting & Services S.A. de C.V.,1,0,6,"Un solo partner, consultor y asesor de confianza. Para toda la vida."
0001811637,Shanghai Commpro Cloud Technology,1,0,6,国内知名的SAP ERP服务公司工博云署，超10年SAP Business ByDesign SAP Business One服务经验
0001803356,Inteliwaves Technologies Pvt Ltd,1,0,5,"Let us help you accomplish your SAP dream, we will simplify  journey."
0001570673,codeitlabs GmbH,1,0,5,The Commerce Experts
0001930528,U-NIQ GmbH,1,0,5,U-NIQ: Your Partner for Tailored SAP Solutions
0002853204,AIOA GmbH,1,0,4,SAP-Technologieberatung mit Schwerpunkt Integration
0001713696,Contiva GmbH,1,0,4,Integration Consulting and Development
0001697619,nextSource Inc.,1,0,4,"Advancing the way the World
Connects with Talent"
0001802564,amiconsult GmbH,1,0,3,Improve your C/IAM. Thrill your users.
0002229587,amunia AG,1,0,3,Operational ease -                             we make sure of it
0001521124,IBIS Business Consulting AG,1,0,3,The experienced SAP consultants for your complete Solution Life Cycle
0000646923,Sintec Consulting,1,0,3,Outperform the Future
0001741758,CIDIC CONSULTORIA E TECNOLOGIA DA,1,0,N/A,BTP - SAP BUILD - SUITE INTEGRATION
0000137218,Fiege Logistik Stiftung & Co. KG,1,0,N/A,We are innovation leaders in Logistics. 
0001579928,HYCOM S.A.,1,0,N/A,"Great Customer
Experience Powered
by Top Class Technology"
0001600972,Intecio GmbH,1,0,N/A,Supply Chain Excellence with SAP
0000026947,Lutech Advanced Solutions,2,0,162,Lutech Advanced Solutions is a leader in digital services with SAP
0002729267,Mignow Technology Ltda,N/A,0,N/A,Transforming the Future of SAP: Leader in S/4HANA Migration 
0000871822,Clarex Srl,N/A,0,37,"#WeAreClarex, ti accompagniamo nel percorso di Trasformazione Digitale"
0001709901,Solveplan,N/A,0,N/A,A Solveplan é especializada em soluções de Planejamento e Analytics
0001198724,Xamai,N/A,0,43,"Partner con presencia en México y España.
+23 años, +1300 clientes."
0001598424,PREMIKATI,N/A,0,10,PREMIKATI saves you time and money by optimizing Ariba solutions.
0000869599,Tricentis,N/A,0,N/A,SAP's official testing partner
0000848890,Incture,N/A,0,N/A,"Reimagining the World, with Digital "
0001249681,"IT GLOBAL ENTERPRISE SERVICES, INC.",N/A,0,24,Enfóquese en su negocio y permítanos gestionar su tecnología con SAP
0001618146,Ikyam Solutions Private Limited,N/A,0,3,Accelerate your digital transformation with SAP ERP (SAP Gold Partner)
0001194445,China Datacom Corporation Limited,N/A,0,5,The only joint venture of SAP in China「中数通是SAP在华唯一合资企业，致力于企业数字化转型服务」
0001106782,BCI Consulting,N/A,0,14,"Experience & Performance.
Levando nossos clientes a era digital."
0001615380,Skillsoft Corporation,N/A,0,N/A,"Deliver Personalized, Multimodel Learning to Employees"
0001927646,"Paradox, Inc.",N/A,0,N/A,"Engage, screen, and schedule candidates automatically with Olivia."
0001349694,"DocuSign, Inc.",N/A,0,N/A,"DocuSign, the world's #1 way to sign electronically."
0000032162,applied international informatics GmbH,N/A,0,14,Mittelstand im Mittelpunkt Punkt
0001722862,Crawford Consulting,N/A,0,3,"Central Finance, FI/CO, JVA, & PRA Experts"
0000769635,Ingentis Softwareentwicklung GmbH,N/A,0,N/A,Bringing Potential to Life!
0000276866,OpenText,N/A,0,43,Intelligent Information matters
0000678710,BCS Business Consulting Services Kft.,N/A,0,21,"BCS is a consulting company operating in Hungary, member of UVAR’s"
0002753236,"Sybven de Puerto Rico, LLC.",N/A,0,18,Creamos las experiencias digitales que quieren tus clientes.
0001248038,KALTech Group (KAL Technologies),N/A,0,8,SAP and SuccessFactors Implementation Specialists
0000860281,Discover Lab,N/A,0,N/A,Promovemos a transformação digital de forma simples e acessível.
0000755512,Supernova Consulting,N/A,0,27,Consulting | Technology | Transformation
0001691507,Netcompany-Intrasoft Jordan,N/A,0,19,We Are Your Digital Transformation Partner
0002353505,QActions Group,N/A,0,7,Somos líderes en aseguramiento de calidad de software y Soluciones SAP
0000526022,ISC Innovative Systems Consulting AG,N/A,0,26,Die SAP®-Könner mit individuellen Lösungen für den Mittelstand.
0001580886,RED POINT SOFTWARE SOLUTIONS SRL,N/A,0,14,"Focus on Customer
High-quality services in all our SAP implementations"
0001109112,IPOPEMA Business Consulting,N/A,0,10,Unleash your company's potential with IPOPEMA Business Consulting
0001416836,Geschaft Formulae India Private Limited,N/A,0,3,Geschaft Formulea will deliver trust with its vast domain knowledge
0000659635,Syniti,N/A,0,3,Syniti helps clients ignite growth and reduce risk with trusted data
0001713315,Icertis Inc.,N/A,0,N/A,Bringing Contract Intelligence to the Intelligent Enterprise
0001168067,EcoVadis,N/A,0,N/A,EcoVadis Ratings: Manage Supplier Sustainability Risk & Performance
0002350664,Hornbill Labs,N/A,0,N/A,Accelerate your Intelligent Enterprise Journey with SAP BTP
0001609776,Star B2B Consulting Services,N/A,0,N/A,"Best Ariba Partner award @ SAP Summit 2019, 2020 & 2021"
0001118441,SHIN Consulting Company Limited,N/A,0,33,最高価値創造実現ための経営コンサルティング
0000681711,Inforum,N/A,0,17,Transformando Empresas
0001521739,Grant Thornton Bharat LLP,N/A,0,11,Rewrite your business success story with Grant Thornton Bharat and SAP
0001610022,Advanced Business Software SRL,N/A,0,9,"We assist customers to buy, build, implement, support SAP Solutions"
0001468260,Aumento Technologies & Consulting,N/A,0,3,Aumento - We help businesses to get enabled with data driven culture
0002718483,Novel Veritas Private Limited,N/A,0,N/A,"A Trusted SAP Service Provider Gives Higher Standards, Faster Solution"
0001714279,HIRSCH Consultoria e Serviços LTDA,N/A,0,N/A,Liderando a transformação tecnológica em Suprimentos.
0001359935,Al Moammar Information Systems,N/A,0,26,The leading IT solutions and services partner to the Kingdom 
0002788156,SAP Fioneer,N/A,0,9,Building exceptional software solutions for financial services
0001128464,Arete Global,N/A,0,8,Digital transformation choice to Empower your Intelligent Enterprise
0001242946,IKSAP Bilisim Teknoloji,N/A,0,3,SAP’s Largest and Most Successful Business Partner Focused on HCM
0002341427,"AITEN, a.s.",N/A,0,17,"Váš tvorca
optimalizovaného
informačného systému"
0000703637,AMS Advanced Management Solutions Ltd,N/A,0,11,AMS Advanced Management Solutions Ltd (Cyprus)
0000698099,Crystal System SRL,N/A,0,10,"20 Years of SAP Experience in Implementation, Development and Services"
0000034219,Clarkston Consulting,N/A,0,8,"Life Sciences, Consumer Products, and Retail SAP Consulting & AMS"
0000757182,abc Consulting S.A.,N/A,0,5,"SAP PCoE certified
SAP Support Center VAR certified
SFSF certified"
0001763921,Viet Nam Advanced Technology,N/A,0,3,ATS is Where You Find the Right Solutions for Your Growing Business 
0001728906,"Endeavor Consulting Group, LLC",N/A,0,N/A,Laser focused on Digital Transformation for Life Sciences / Biopharma
0000903465,SNET SYSTEMS INC.,N/A,0,N/A,에스넷시스템은 경험과 실력으로 고객의 성공 비즈니스를 지원합니다
0001325582,Stellium Inc,N/A,0,N/A,Your inCredible Digital Value Chain Partner
0001508546,GLASSHOUSE BİLGİ SİSTEMLERİ TİCARET A.Ş.,N/A,0,27,Empowering Digital Transformation | GlassHouse
0000744826,RedSinergia,N/A,0,15,"RedSinergia 
Experiencia e Innovación Siempre cerca de ti"
0002027618,ACRAS&COMPANY INC.,N/A,0,11,"Cloudia ACRAS - 
Open up Tomorrow, on the Clouds!!"
0001668562,SPERIDIAN TECHNOLOGIES PVT LTD.,N/A,0,4,A Global Solutions & Consulting company. SAP Gold Partnership!!
0000637325,consenso Consulting GmbH,N/A,0,4,consenso. Successfull SAP projects
0000746306,CDP Information Technology (Shanghai),N/A,0,N/A,"Innovation

Ecosystem

Win-win"
0001802410,COLTECINFO SAS,N/A,0,N/A,Especialistas en gestión de conocimiento empresarial y formación SAP.
0000805696,Almaviva The Italian Innovation,N/A,0,39,"AlmavivA integrates different cultures, intelligences and experiences."
0001734698,Evox Solutions Tecnologia Da Informacao,N/A,0,8,Seu parceiro para suportar as soluções S/4 HANA PUBLIC & PRIVATE CLOUD
0002011598,Keep Consultoria,N/A,0,6,Leve sua empresa ao próximo nível com a Keep
0001797471,TeamPro,N/A,0,6,We deliver the project on time as promised seamlessly at SAP Standards
0000811445,ISB Global Limited,N/A,0,5,"Environmental, Waste Management, and Recycling Software. "
0000811650,Perisoft Global Services Pty Ltd,N/A,0,4,"A leading consulting & software
solutions provider.
"
0000397999,oXya,N/A,0,4,We run SAP for you.
0002653302,MMG Treasury,N/A,0,3,Passion for SAP Treasury Consulting 
0001367048,Avaali Solutions Private Limited,N/A,0,N/A,Avaali helps enterprises in cost optimization via digital.
0001414836,Eclipse Group Solutions Limited,N/A,0,N/A,"We make digital experiences, beautifully simple."
0001689022,Shanghai Benchmark Information Technology Ltd.,N/A,0,N/A,Benchmarkchina are specialized in the data intelligence applications.
0001707958,SPRO Teknoloji A.Ş.,N/A,0,45,More Than Consultancy…
0001246822,Westrocon (PTY) Ltd,N/A,0,21,Unlock Innovation: Your SAP Platinum Partner for word class Solutions.
0001963689,Integration Xperts (Pvt) Limited,N/A,0,15,Delivering Enterprise Grade Cloud Computing & Data Analytics Solutions
0001847406,CJG Consultores,N/A,0,15,Boutique Technology Company
0000618389,ABRACON GmbH,N/A,0,11,"ABRACON: your innovative SAP BI, Analytics & DW Full Solution partner!"
0001100556,"INSTRUMENTACION Y COMPONENTES, S.A.",N/A,0,9,Inycom is the reference partner for SAP CPQ and Commissions in Europe
0000743463,"con4PAS, a.s.",N/A,0,7,Czech renowned consulting company providing SAP leading-edge solutions
0001497127,Chain-Sys India Private Limited,N/A,0,4,ChainSys Data Management Platform for SAP applications
0001667168,Sapours Technologies Private Limited,N/A,0,4,"Sapours is leading partner in  Customer Experience , S/4 HANA & BTP  "
0001696761,TGE CONSULTORIA DE INFORMÁTICA LTDA,N/A,0,3,Oggettiva & SAP proporcionando uma transformação digital 
0001374570,New Era Technology,N/A,0,3,Delivering in the Mid-Market with SAP Business Solutions and Services
0002762987,Nexta Tecnologia Ltda,N/A,0,N/A,Somos especialistas na Implantação e Suporte das Soluções SAP
0000985108,Oman Telecommunications Company,N/A,0,N/A,Omani's first telecommunication provider and IT integrator  
0002425858,iColdo-RO,N/A,0,N/A,Thinking & Creativity
0002594474,TechOrbit Solutions Private Limited,N/A,0,N/A,TechOrbit - Trusted SAP Gold Partner for your SAP Journey
0001633972,Consultores de Organización y Sistemas,N/A,0,N/A,Más de 20 años transformando ideas en soluciones. 
0001400174,Educe,N/A,0,N/A,Guiding Organizations to Leverage Talent Technology More Strategically
0001408564,Pinpoint HRM,N/A,0,N/A,We are an HR Domain focused SuccessFactors System integrator.
0001595863,PA ABS - Gruppo RETELIT,N/A,0,42,Reingegnerizzazione dei processi e implementazione di soluzioni SAP
0000650317,Computer Sharing Bucuresti,N/A,0,34,Your trusted companion along the SAP digital transformation journey.
0001660475,DahliaMatic Sp. z o.o.,N/A,0,24,We are a SAP partner with 20 years of experience! 
0001857325,Consultoría Outliers,N/A,0,24,Somos partner #1 especialistas en SAP Commissions en México y LATAM.
0001057007,Anodius Group,N/A,0,16,Transform Your Business with AI-Driven CRM Solutions
0001843404,AVIGNA AB,N/A,0,16,"SAP Services, Software Solutions, and Technology Consulting Company"
0001252859,ACTUALISAP CONSULTORES BOLIVIA SA,N/A,0,15,Ofrecemos la más amplia gama de soluciones tecnológicas del mercado
0001186096,Business At Work,N/A,0,15,Making IT work for people
0000645519,DATA UNIT AG,N/A,0,11,"Your Partner for SAP Business One, SAP Business ByDesign & SAP FSM"
0001034725,ITChamps Software Pvt Ltd,N/A,0,11, IT Champs - The art of simplifying technology!
0001309838,VC ERP CONSULTING PVT LTD.,N/A,0,8,Sincere SAP Partner with consistent & delightful customer experience
0000843498,Censio Karamba,N/A,0,7,Ease Intelligent Enterprise and Green line for businesses
0002029281,YAAS-IT,N/A,0,7,When technology optimizes and perpetuates businesses.
0000809207,Lasting System SA,N/A,0,7,SPHINX IT - Your partner to become SAP-ready & transform your business
0000805514,Architected Business Solutions SRL,N/A,0,6,We are one-stop-shop for Business Transformation.
0001549134,Born Group Inc.,N/A,0,4,BORN is a Global Digital Transformation Agency 
0002509534,Aevitas IT,N/A,0,4,Simplifying Complex Enterprise Computing Through SAP
0001922325,Dynamik Technologies Sdn Bhd,N/A,0,3,Delivering relevant technology to improve your services & processes.
0000623637,LKM Tecnologia Ltda,N/A,0,3,"25 years of expertise in SAP world, digital transformation passionates"
0000701013,ASAPIO,N/A,0,3,SAP Partner for Cloud Integration and Procurement Solutions
0001931232,MTC Hong Kong 香港麥匯,N/A,0,3,"MTC-a global SAP Consulting Company
MTC香港是SAP金牌合作夥伴，一家全球化的諮詢公司
 "
0001800366,NG-Hamlin limited,N/A,0,3,Driving Digital Transformation across the EMEA Region
0000838680,Yogik Technologies Private Limited,N/A,0,N/A,Rise with SAP Public and Private cloud implementation partner
0001357995,Sodales Solutions,N/A,0,N/A,"The only AI-driven platform for health, safety and employee relations"
0002885022,ILUM S.A.,N/A,0,N/A,Maximizamos tu potencial empresarial con soluciones innovadoras en SAP
0000936323,WorkForce Software,N/A,0,N/A,Workforce Management Designed for the Modern Workforce
0002340974,MILLO TECHNOLOGIES SA DE CV,N/A,0,N/A,"Fortaleza Digital de nuestros clientes, apasionados por la excelencia!"
0002834743,HARATRES TEKNOLOJI ANONIM SIRKETI,N/A,0,N/A,"Innovative Partner in SAP Solutions,Right Solutions for Your Ecommerce"
0001702486,"Aplicaciones en la Nube, S.A. de C.V.",N/A,0,N/A,¡Aportamos más valor a su negocio!
0001217270,Wilmar Consultancy Services,N/A,0,55,WCS HELP CUSTOMER IN DIGITAL TRANSFORMATION WITH A PROVEN METHODOLOGY
0001618038,TMC Pvt. Ltd.,N/A,0,51,SAP & TMC - Transformation Realized
0000643955,Advanced Applications GmbH,N/A,0,45,WE DO IT ADVANCED!
0000826671,Sonda S.A.,N/A,0,44,Acompañamos tu transformación digital con expertise y conocimiento
